routine_id,recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets,am_routine,pm_routine
RTN0000001,REC0000001,combination,0,0,0,0,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001021,REC0001021,normal,3,1,2,5,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001022,REC0001022,normal,3,1,3,1,milk cleanser,rich cream moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001023,REC0001023,normal,3,1,3,2,milk cleanser,soothing moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0001024,REC0001024,normal,3,1,4,2,gentle foam cleanser,ceramide moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001025,REC0001025,normal,3,1,4,3,ultra gentle cleanser,ceramide moisturizer,hyaluronic acid serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001026,REC0001026,normal,3,1,4,4,acne control cleanser,oil free gel moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: retinol serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001027,REC0001027,normal,3,2,0,1,gentle foam cleanser,oil free gel moisturizer,hyaluronic acid serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0001028,REC0001028,normal,3,2,1,3,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: light lotion moisturizer
RTN0001029,REC0001029,normal,3,2,3,2,hydrating cleanser,ceramide moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001030,REC0001030,normal,3,2,3,3,gentle foam cleanser,ceramide moisturizer,centella serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0001031,REC0001031,normal,3,2,5,0,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001032,REC0001032,normal,3,3,0,0,hydrating cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0001033,REC0001033,normal,3,3,0,0,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0001034,REC0001034,normal,3,3,0,5,gentle foam cleanser,ceramide moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: ceramide moisturizer
RTN0001035,REC0001035,normal,3,3,1,1,salicylic acid cleanser,light lotion moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: barrier repair | 3) Moisturizer: light lotion moisturizer
RTN0001036,REC0001036,normal,3,3,1,1,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001037,REC0001037,normal,3,3,3,4,acne control cleanser,soothing moisturizer,hyaluronic acid serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001038,REC0001038,normal,3,3,3,5,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001039,REC0001039,normal,3,3,4,0,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0001040,REC0001040,normal,3,3,4,1,milk cleanser,ceramide moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0001041,REC0001041,normal,3,3,4,4,ultra gentle cleanser,ceramide moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0001042,REC0001042,normal,3,3,5,0,gentle foam cleanser,oil free gel moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: oil free gel moisturizer
RTN0001043,REC0001043,normal,3,3,5,1,acne control cleanser,soothing moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0001044,REC0001044,normal,3,3,5,2,ultra gentle cleanser,ceramide moisturizer,peptide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: ceramide moisturizer
RTN0001045,REC0001045,normal,3,3,5,3,acne control cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001046,REC0001046,normal,3,4,0,0,hydrating cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001047,REC0001047,normal,3,4,0,0,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0001048,REC0001048,normal,3,4,1,2,gentle foam cleanser,light lotion moisturizer,retinol serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0001049,REC0001049,normal,3,4,2,5,milk cleanser,light lotion moisturizer,retinol serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: light lotion moisturizer
RTN0001050,REC0001050,normal,3,4,4,0,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: light lotion moisturizer
RTN0001051,REC0001051,normal,3,5,0,4,acne control cleanser,rich cream moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0001052,REC0001052,normal,3,5,1,1,salicylic acid cleanser,oil free gel moisturizer,vitamin c serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001053,REC0001053,normal,3,5,1,2,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0001054,REC0001054,normal,4,0,0,3,gentle foam cleanser,soothing moisturizer,retinol serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0001055,REC0001055,normal,4,0,0,5,acne control cleanser,soothing moisturizer,hyaluronic acid serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001056,REC0001056,normal,4,0,1,0,hydrating cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0001057,REC0001057,normal,4,0,1,2,hydrating cleanser,soothing moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001058,REC0001058,normal,4,0,2,1,hydrating cleanser,oil free gel moisturizer,centella serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001059,REC0001059,normal,4,0,2,3,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001060,REC0001060,normal,4,0,2,5,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0001061,REC0001061,normal,4,0,3,1,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: light lotion moisturizer
RTN0001062,REC0001062,normal,4,0,3,2,gentle foam cleanser,rich cream moisturizer,vitamin c serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
