recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets
REC0001019,normal,3,1,1,3,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001020,normal,3,1,2,2,hydrating cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001021,normal,3,1,2,5,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001022,normal,3,1,3,1,milk cleanser,rich cream moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001023,normal,3,1,3,2,milk cleanser,soothing moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001024,normal,3,1,4,2,gentle foam cleanser,ceramide moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001025,normal,3,1,4,3,ultra gentle cleanser,ceramide moisturizer,hyaluronic acid serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001026,normal,3,1,4,4,acne control cleanser,oil free gel moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001027,normal,3,2,0,1,gentle foam cleanser,oil free gel moisturizer,hyaluronic acid serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001028,normal,3,2,1,3,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001029,normal,3,2,3,2,hydrating cleanser,ceramide moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001030,normal,3,2,3,3,gentle foam cleanser,ceramide moisturizer,centella serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001031,normal,3,2,5,0,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001032,normal,3,3,0,0,hydrating cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001033,normal,3,3,0,0,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001034,normal,3,3,0,5,gentle foam cleanser,ceramide moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001035,normal,3,3,1,1,salicylic acid cleanser,light lotion moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001036,normal,3,3,1,1,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001037,normal,3,3,3,4,acne control cleanser,soothing moisturizer,hyaluronic acid serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001038,normal,3,3,3,5,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001039,normal,3,3,4,0,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001040,normal,3,3,4,1,milk cleanser,ceramide moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001041,normal,3,3,4,4,ultra gentle cleanser,ceramide moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001042,normal,3,3,5,0,gentle foam cleanser,oil free gel moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001043,normal,3,3,5,1,acne control cleanser,soothing moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001044,normal,3,3,5,2,ultra gentle cleanser,ceramide moisturizer,peptide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001045,normal,3,3,5,3,acne control cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001046,normal,3,4,0,0,hydrating cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001047,normal,3,4,0,0,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001048,normal,3,4,1,2,gentle foam cleanser,light lotion moisturizer,retinol serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001049,normal,3,4,2,5,milk cleanser,light lotion moisturizer,retinol serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001050,normal,3,4,4,0,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001051,normal,3,5,0,4,acne control cleanser,rich cream moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001052,normal,3,5,1,1,salicylic acid cleanser,oil free gel moisturizer,vitamin c serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001053,normal,3,5,1,2,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001054,normal,4,0,0,3,gentle foam cleanser,soothing moisturizer,retinol serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001055,normal,4,0,0,5,acne control cleanser,soothing moisturizer,hyaluronic acid serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001056,normal,4,0,1,0,hydrating cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001057,normal,4,0,1,2,hydrating cleanser,soothing moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001058,normal,4,0,2,1,hydrating cleanser,oil free gel moisturizer,centella serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001059,normal,4,0,2,3,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001060,normal,4,0,2,5,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001061,normal,4,0,3,1,salicylic acid cleanser,light lotion moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001062,normal,4,0,3,2,gentle foam cleanser,rich cream moisturizer,vitamin c serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001063,normal,4,0,3,4,milk cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001064,normal,4,0,3,4,ultra gentle cleanser,oil free gel moisturizer,retinol serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001065,normal,4,0,4,1,gentle foam cleanser,light lotion moisturizer,centella serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001066,normal,4,0,4,2,hydrating cleanser,rich cream moisturizer,centella serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001067,normal,4,0,4,5,milk cleanser,light lotion moisturizer,peptide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001068,normal,4,0,4,5,milk cleanser,light lotion moisturizer,vitamin c serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001069,normal,4,0,5,0,hydrating cleanser,soothing moisturizer,centella serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001070,normal,4,1,0,0,gentle foam cleanser,light lotion moisturizer,hyaluronic acid serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001071,normal,4,1,0,3,gentle foam cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001072,normal,4,1,0,3,milk cleanser,oil free gel moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001073,normal,4,1,1,2,milk cleanser,rich cream moisturizer,centella serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001074,normal,4,1,1,4,gentle foam cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001075,normal,4,1,2,0,acne control cleanser,ceramide moisturizer,vitamin c serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001076,normal,4,1,2,0,hydrating cleanser,oil free gel moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001077,normal,4,1,2,4,milk cleanser,light lotion moisturizer,retinol serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001078,normal,4,1,2,5,acne control cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001079,normal,4,1,3,1,ultra gentle cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001080,normal,4,1,4,0,milk cleanser,ceramide moisturizer,retinol serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001081,normal,4,1,5,2,ultra gentle cleanser,oil free gel moisturizer,hyaluronic acid serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001082,normal,4,2,0,0,acne control cleanser,ceramide moisturizer,vitamin c serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001083,normal,4,2,2,0,hydrating cleanser,oil free gel moisturizer,vitamin c serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001084,normal,4,2,2,3,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001085,normal,4,2,2,5,hydrating cleanser,oil free gel moisturizer,niacinamide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001086,normal,4,2,3,2,hydrating cleanser,rich cream moisturizer,peptide serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001087,normal,4,2,4,0,ultra gentle cleanser,oil free gel moisturizer,vitamin c serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001088,normal,4,2,4,1,gentle foam cleanser,light lotion moisturizer,retinol serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001089,normal,4,2,4,3,hydrating cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001090,normal,4,2,4,4,salicylic acid cleanser,soothing moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001091,normal,4,2,5,1,salicylic acid cleanser,soothing moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001092,normal,4,2,5,5,acne control cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001093,normal,4,2,5,5,milk cleanser,ceramide moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001094,normal,4,2,5,5,milk cleanser,soothing moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001095,normal,4,3,0,1,acne control cleanser,rich cream moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001096,normal,4,3,0,1,salicylic acid cleanser,soothing moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001097,normal,4,3,0,4,milk cleanser,soothing moisturizer,centella serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001098,normal,4,3,1,4,hydrating cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001099,normal,4,3,1,5,milk cleanser,rich cream moisturizer,centella serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001100,normal,4,3,2,4,hydrating cleanser,ceramide moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001101,normal,4,3,2,5,hydrating cleanser,light lotion moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001102,normal,4,3,2,5,milk cleanser,light lotion moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001103,normal,4,3,3,4,milk cleanser,light lotion moisturizer,peptide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001104,normal,4,3,4,1,milk cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
